datetime,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,wind_direction_100m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,rain,precipitation,evapotranspiration
2025-01-29 17:00,14.2,77,100,3.9,27,16.7,15.2,14.7,0.00,0.00,0.05
2025-01-29 18:00,13.0,84,100,2.8,34,15.6,15.2,14.7,0.00,0.00,0.02
2025-01-29 19:00,12.2,87,100,3.1,52,14.6,15.2,14.7,0.00,0.00,0.00
2025-01-29 20:00,11.8,90,100,4.9,130,14.1,15.2,14.7,0.00,0.00,0.00
2025-01-29 21:00,11.5,92,100,3.5,219,13.6,15.1,14.7,0.00,0.00,0.00
2025-01-29 22:00,13.8,68,100,14.1,232,13.4,15.0,14.7,0.00,0.00,0.04
2025-01-29 23:00,16.2,48,100,27.9,227,13.7,14.9,14.7,0.00,0.00,0.14
2025-01-30 00:00,14.6,62,99,28.1,224,14.0,14.8,14.7,0.40,0.40,0.09
2025-01-30 01:00,14.7,62,98,24.0,233,15.1,14.9,14.7,0.00,0.00,0.08
2025-01-30 02:00,13.3,76,96,13.3,261,14.5,14.9,14.8,0.50,0.50,0.02
2025-01-30 03:00,12.0,87,100,4.2,283,13.7,14.8,14.8,0.30,0.30,0.00
2025-01-30 04:00,12.0,91,100,6.3,223,13.2,14.7,14.8,1.00,1.00,0.00
2025-01-30 05:00,12.1,89,100,3.4,227,12.9,14.6,14.8,0.50,0.50,0.00
2025-01-30 06:00,10.9,92,62,5.2,230,12.4,14.5,14.8,6.50,6.50,0.00
2025-01-30 07:00,10.5,89,99,3.0,276,12.1,14.4,14.8,5.10,5.10,0.00
2025-01-30 08:00,10.6,88,56,10.3,224,11.9,14.2,14.8,2.40,2.40,0.03
2025-01-30 09:00,11.7,82,56,11.1,233,12.1,14.1,14.8,0.10,0.10,0.07
2025-01-30 10:00,11.3,76,84,19.6,252,12.5,14.0,14.8,1.60,1.60,0.13
2025-01-30 11:00,13.2,64,21,19.9,253,13.1,13.9,14.8,0.00,0.00,0.19
2025-01-30 12:00,13.8,62,25,22.7,264,14.0,13.9,14.8,0.10,0.10,0.24
2025-01-30 13:00,14.2,54,55,21.5,263,13.9,13.8,14.8,1.20,1.20,0.23
2025-01-30 14:00,14.4,52,54,22.7,283,14.4,13.8,14.8,0.00,0.00,0.24
2025-01-30 15:00,13.7,58,56,22.3,293,14.6,13.9,14.8,0.20,0.20,0.20
2025-01-30 16:00,13.5,64,32,17.7,289,14.1,13.9,14.8,0.20,0.20,0.14
2025-01-30 17:00,13.0,63,29,12.6,284,13.7,13.9,14.8,0.10,0.10,0.09
2025-01-30 18:00,11.8,67,48,8.6,280,12.8,13.9,14.8,0.20,0.20,0.04
2025-01-30 19:00,10.6,79,43,7.2,247,12.0,13.8,14.8,1.00,1.00,0.00
2025-01-30 20:00,9.9,86,25,9.1,208,11.3,13.7,14.8,1.00,1.00,0.00
2025-01-30 21:00,9.4,90,40,11.6,194,10.8,13.5,14.8,0.00,0.00,0.00
2025-01-30 22:00,9.4,84,22,12.3,216,10.5,13.3,14.8,0.00,0.00,0.01
2025-01-30 23:00,9.6,80,71,14.1,208,10.2,13.1,14.8,0.00,0.00,0.02
2025-01-31 00:00,9.3,78,83,7.2,211,10.1,13.0,14.7,0.00,0.00,0.00
2025-01-31 01:00,9.3,89,93,4.5,189,11.5,13.3,14.8,3.00,3.00,0.00
2025-01-31 02:00,8.6,96,97,7.7,144,10.9,13.2,14.8,1.20,1.20,0.00
2025-01-31 03:00,8.4,88,11,13.9,200,10.3,13.0,14.8,0.10,0.10,0.00
2025-01-31 04:00,8.1,87,4,9.8,221,9.8,12.8,14.7,0.00,0.00,0.00
2025-01-31 05:00,7.8,82,22,12.2,220,9.3,12.6,14.7,0.00,0.00,0.01
2025-01-31 06:00,7.6,81,58,12.4,215,9.0,12.4,14.7,0.00,0.00,0.01
2025-01-31 07:00,7.8,79,93,9.4,209,8.8,12.2,14.7,0.10,0.10,0.01
2025-01-31 08:00,7.7,91,100,10.6,101,8.9,12.0,14.7,4.80,4.80,0.02
2025-01-31 09:00,9.1,90,94,11.7,203,9.4,11.9,14.7,5.10,5.10,0.04
2025-01-31 10:00,10.9,79,21,14.1,223,10.3,11.8,14.7,0.10,0.10,0.10
2025-01-31 11:00,11.9,72,63,12.3,239,11.2,11.8,14.7,0.00,0.00,0.15
2025-01-31 12:00,13.1,63,63,11.8,260,12.4,11.8,14.7,0.00,0.00,0.22
2025-01-31 13:00,14.7,57,6,6.0,300,13.5,12.0,14.6,0.00,0.00,0.32
2025-01-31 14:00,15.0,55,5,6.8,340,14.7,12.2,14.6,0.00,0.00,0.30
2025-01-31 15:00,14.7,56,10,10.0,349,15.1,12.5,14.6,0.00,0.00,0.24
2025-01-31 16:00,13.7,62,25,11.3,357,14.7,12.7,14.6,0.00,0.00,0.15
2025-01-31 17:00,12.4,71,29,5.8,24,14.0,12.9,14.6,0.00,0.00,0.07
2025-01-31 18:00,10.2,79,28,2.5,34,12.7,12.9,14.6,0.10,0.10,0.01
2025-01-31 19:00,9.2,84,43,2.5,225,11.6,12.9,14.6,0.00,0.00,0.00
2025-01-31 20:00,8.7,83,70,3.1,280,10.9,12.8,14.6,0.20,0.20,0.00
2025-01-31 21:00,9.0,88,59,6.2,235,10.6,12.7,14.6,0.10,0.10,0.00
2025-01-31 22:00,8.9,92,63,8.5,205,10.4,12.6,14.6,0.10,0.10,0.00
2025-01-31 23:00,8.5,92,96,6.5,207,10.1,12.4,14.6,0.20,0.20,0.00
2025-02-01 00:00,8.8,92,28,7.9,218,9.9,12.3,14.6,0.20,0.20,0.00
2025-02-01 01:00,9.5,93,43,8.2,225,10.9,12.4,14.6,0.00,0.00,0.00
2025-02-01 02:00,9.0,92,42,8.4,231,10.3,12.4,14.6,0.00,0.00,0.00
2025-02-01 03:00,8.9,97,98,7.0,226,10.1,12.2,14.6,0.30,0.30,0.00
2025-02-01 04:00,9.2,93,97,8.9,218,10.0,12.1,14.5,0.10,0.10,0.00
2025-02-01 05:00,8.9,92,45,7.8,223,9.7,12.0,14.5,0.00,0.00,0.00
2025-02-01 06:00,8.5,92,39,8.7,217,9.4,11.9,14.5,0.10,0.10,0.00
2025-02-01 07:00,8.4,91,9,7.9,221,9.2,11.8,14.5,0.00,0.00,0.00
2025-02-01 08:00,9.2,89,12,10.0,224,9.2,11.6,14.5,0.00,0.00,0.02
2025-02-01 09:00,11.5,86,11,11.1,224,10.2,11.6,14.5,0.00,0.00,0.07
2025-02-01 10:00,13.6,69,2,11.2,230,11.5,11.6,14.5,0.00,0.00,0.18
2025-02-01 11:00,15.2,55,0,11.9,238,13.0,11.7,14.5,0.00,0.00,0.27
2025-02-01 12:00,16.1,48,0,12.3,245,14.3,11.9,14.5,0.00,0.00,0.33
2025-02-01 13:00,16.9,45,0,11.4,246,15.5,12.0,14.4,0.00,0.00,0.36
2025-02-01 14:00,17.4,42,43,13.6,264,16.1,12.4,14.4,0.00,0.00,0.35
2025-02-01 15:00,16.9,43,3,12.9,295,16.2,12.7,14.4,0.00,0.00,0.29
2025-02-01 16:00,15.6,50,0,12.1,327,15.8,12.9,14.4,0.00,0.00,0.20
2025-02-01 17:00,13.6,68,0,4.3,324,14.9,13.1,14.4,0.00,0.00,0.07
2025-02-01 18:00,11.6,66,0,1.9,241,13.3,13.2,14.4,0.00,0.00,0.01
2025-02-01 19:00,10.4,70,1,6.4,213,12.2,13.2,14.4,0.00,0.00,0.01
2025-02-01 20:00,9.9,73,6,8.8,226,11.6,13.1,14.4,0.00,0.00,0.01
2025-02-01 21:00,10.1,77,36,10.3,224,11.2,13.0,14.4,0.00,0.00,0.01
2025-02-01 22:00,10.4,78,30,8.5,242,11.0,12.9,14.4,0.00,0.00,0.01
2025-02-01 23:00,10.3,78,10,9.2,237,10.8,12.8,14.4,0.00,0.00,0.01
2025-02-02 00:00,9.6,78,15,8.6,225,10.6,12.7,14.4,0.00,0.00,0.01
2025-02-02 01:00,10.2,76,31,9.7,230,11.4,12.7,14.4,0.30,0.30,0.01
2025-02-02 02:00,9.7,79,49,9.6,234,10.8,12.6,14.4,0.50,0.50,0.01
2025-02-02 03:00,9.5,80,62,6.0,222,10.3,12.5,14.4,0.40,0.40,0.00
2025-02-02 04:00,8.9,82,77,5.8,228,9.9,12.4,14.4,0.00,0.00,0.00
2025-02-02 05:00,9.7,79,48,10.2,231,9.8,12.2,14.4,0.00,0.00,0.01
2025-02-02 06:00,9.2,82,72,8.3,233,9.5,12.1,14.4,0.00,0.00,0.00
2025-02-02 07:00,9.1,82,66,6.8,236,9.4,12.0,14.4,0.10,0.10,0.00
2025-02-02 08:00,10.0,84,67,9.2,232,9.6,11.8,14.3,0.10,0.10,0.02
2025-02-02 09:00,11.3,84,52,8.4,222,10.4,11.8,14.3,0.00,0.00,0.06
2025-02-02 10:00,13.0,70,47,11.2,232,11.4,11.8,14.3,0.00,0.00,0.14
2025-02-02 11:00,14.1,66,38,10.3,240,12.5,11.8,14.3,0.00,0.00,0.20
2025-02-02 12:00,15.0,64,17,8.4,252,13.8,12.0,14.3,0.00,0.00,0.25
2025-02-02 13:00,16.1,61,42,10.4,270,15.2,12.3,14.3,0.10,0.10,0.28
2025-02-02 14:00,16.5,55,39,11.9,285,15.7,12.6,14.3,0.00,0.00,0.27
2025-02-02 15:00,16.5,56,25,12.0,304,15.8,12.8,14.3,0.00,0.00,0.24
2025-02-02 16:00,16.0,60,9,7.8,306,15.7,13.1,14.3,0.00,0.00,0.17
2025-02-02 17:00,14.9,69,4,0.8,293,15.1,13.3,14.3,0.00,0.00,0.06
2025-02-02 18:00,12.3,73,11,1.1,243,13.5,13.3,14.3,0.00,0.00,0.01
2025-02-02 19:00,10.7,76,0,4.5,221,12.3,13.3,14.3,0.00,0.00,0.00
2025-02-02 20:00,9.8,78,4,5.6,202,11.6,13.2,14.3,0.00,0.00,0.00
2025-02-02 21:00,8.6,83,13,4.3,200,10.9,13.1,14.3,0.00,0.00,0.00
2025-02-02 22:00,8.5,81,14,5.4,203,10.5,13.0,14.3,0.00,0.00,0.00
2025-02-02 23:00,8.9,78,46,8.9,228,10.2,12.8,14.3,0.00,0.00,0.01
2025-02-03 00:00,9.9,83,42,12.1,228,10.3,12.7,14.3,0.00,0.00,0.01
2025-02-03 01:00,10.3,87,81,4.8,259,11.8,12.8,14.3,0.10,0.10,0.00
2025-02-03 02:00,10.0,89,100,2.4,256,11.4,12.8,14.3,0.30,0.30,0.00
2025-02-03 03:00,10.0,87,100,0.5,335,10.8,12.7,14.3,0.00,0.00,0.00
2025-02-03 04:00,9.6,90,100,1.0,58,10.5,12.6,14.3,0.60,0.60,0.00
2025-02-03 05:00,9.4,92,97,2.9,182,10.3,12.5,14.3,0.00,0.00,0.00
2025-02-03 06:00,9.0,95,94,3.3,162,10.2,12.3,14.3,0.00,0.00,0.00
2025-02-03 07:00,8.8,97,100,3.1,185,10.0,12.2,14.2,0.00,0.00,0.00
2025-02-03 08:00,9.8,95,100,0.2,28,10.2,12.1,14.2,0.40,0.40,0.01
2025-02-03 09:00,10.4,96,100,0.5,22,10.5,12.0,14.2,0.90,0.90,0.03
2025-02-03 10:00,11.4,93,100,3.4,105,11.1,12.0,14.2,1.60,1.60,0.05
2025-02-03 11:00,12.1,92,100,1.5,113,11.6,12.0,14.2,1.50,1.50,0.06
2025-02-03 12:00,13.4,90,95,6.1,353,12.4,12.0,14.2,0.10,0.10,0.10
2025-02-03 13:00,15.3,77,61,5.9,23,13.5,12.2,14.2,0.00,0.00,0.12
2025-02-03 14:00,15.9,69,83,5.4,39,14.5,12.4,14.2,1.50,1.50,0.22
2025-02-03 15:00,15.7,69,94,7.6,334,15.0,12.6,14.2,0.70,0.70,0.22
2025-02-03 16:00,13.0,85,88,7.7,17,14.2,12.8,14.2,2.10,2.10,0.09
2025-02-03 17:00,12.5,89,100,1.9,81,13.5,12.9,14.2,0.10,0.10,0.04
2025-02-03 18:00,11.2,95,99,2.7,39,12.6,12.9,14.2,0.90,0.90,0.01
2025-02-03 19:00,11.2,95,100,1.4,97,12.2,12.9,14.2,0.00,0.00,0.00
2025-02-03 20:00,10.7,98,99,6.3,261,11.9,12.9,14.2,1.80,1.80,0.00
2025-02-03 21:00,10.5,98,93,6.1,286,11.6,12.8,14.2,1.30,1.30,0.00
2025-02-03 22:00,10.3,97,78,8.3,237,11.3,12.7,14.2,0.10,0.10,0.00
2025-02-03 23:00,10.1,94,99,10.6,219,11.0,12.6,14.2,0.00,0.00,0.00
2025-02-04 00:00,9.9,93,100,11.2,234,10.8,12.5,14.2,0.00,0.00,0.00
2025-02-04 01:00,9.0,90,23,5.0,228,11.0,12.5,14.2,0.00,0.00,0.00
2025-02-04 02:00,9.1,90,35,11.4,231,10.3,12.4,14.2,0.00,0.00,0.00
2025-02-04 03:00,8.5,92,38,10.0,223,9.8,12.3,14.1,0.00,0.00,0.00
2025-02-04 04:00,7.9,92,67,7.3,224,9.5,12.1,14.1,0.00,0.00,0.00
2025-02-04 05:00,7.7,92,68,6.5,229,9.2,11.9,14.1,0.00,0.00,0.00
2025-02-04 06:00,7.2,93,81,5.1,220,8.9,11.8,14.1,0.00,0.00,0.00
2025-02-04 07:00,7.1,95,87,5.2,216,8.8,11.6,14.1,0.00,0.00,0.00
2025-02-04 08:00,8.3,91,23,9.4,225,8.9,11.4,14.1,0.00,0.00,0.02
2025-02-04 09:00,11.0,83,12,8.0,232,9.9,11.4,14.1,0.00,0.00,0.08
2025-02-04 10:00,13.0,71,11,9.4,253,11.4,11.4,14.1,0.00,0.00,0.18
2025-02-04 11:00,14.3,63,37,11.7,265,12.8,11.5,14.1,0.00,0.00,0.25
2025-02-04 12:00,14.9,61,73,9.9,270,14.0,11.7,14.1,0.00,0.00,0.29
2025-02-04 13:00,15.9,54,55,4.7,273,15.1,12.1,14.1,0.00,0.00,0.30
2025-02-04 14:00,15.9,53,51,4.1,312,15.5,12.3,14.1,0.00,0.00,0.22
2025-02-04 15:00,15.5,56,90,6.3,360,15.5,12.6,14.0,0.00,0.00,0.19
2025-02-04 16:00,14.7,65,18,9.2,26,15.3,12.8,14.0,0.00,0.00,0.15
2025-02-04 17:00,13.3,73,15,9.0,45,14.6,13.0,14.0,0.00,0.00,0.08
2025-02-04 18:00,10.6,85,12,4.8,56,13.4,13.1,14.0,0.00,0.00,0.01
2025-02-04 19:00,10.2,84,13,2.4,62,12.2,13.1,14.0,0.00,0.00,0.00
2025-02-04 20:00,9.3,87,14,3.1,108,11.3,13.0,14.0,0.00,0.00,0.00
2025-02-04 21:00,8.3,91,7,2.8,151,10.7,12.9,14.0,0.00,0.00,0.00
2025-02-04 22:00,7.6,92,3,4.0,275,10.2,12.7,14.0,0.00,0.00,0.00
2025-02-04 23:00,7.2,92,1,3.9,279,9.8,12.6,14.0,0.00,0.00,0.00
2025-02-05 00:00,7.0,91,2,4.2,239,9.4,12.4,14.0,0.00,0.00,0.00
2025-02-05 01:00,7.6,91,5,4.5,236,10.1,12.4,14.0,0.00,0.00,0.00
2025-02-05 02:00,7.2,91,14,4.8,224,9.7,12.2,14.0,0.00,0.00,0.00
2025-02-05 03:00,6.8,94,16,5.6,218,9.4,12.1,14.0,0.00,0.00,0.00
2025-02-05 04:00,6.2,96,18,6.1,216,9.2,11.9,14.0,0.00,0.00,0.00
2025-02-05 05:00,5.7,99,9,6.4,219,9.0,11.8,14.0,0.00,0.00,0.00
2025-02-05 06:00,5.9,98,7,6.5,216,8.8,11.6,14.0,0.00,0.00,0.00
2025-02-05 07:00,6.3,95,4,5.6,213,8.7,11.4,14.0,0.00,0.00,0.00
2025-02-05 08:00,7.6,90,8,7.1,214,8.9,11.3,14.0,0.00,0.00,0.01
2025-02-05 09:00,10.2,85,22,5.7,225,9.9,11.2,14.0,0.00,0.00,0.07
2025-02-05 10:00,12.8,76,1,5.0,279,11.4,11.2,14.0,0.00,0.00,0.16
2025-02-05 11:00,14.4,70,14,3.6,7,13.1,11.4,14.0,0.00,0.00,0.27
2025-02-05 12:00,15.4,66,16,8.2,35,14.5,11.6,13.9,0.00,0.00,0.31
2025-02-05 13:00,15.6,64,28,12.1,36,15.3,11.8,13.9,0.00,0.00,0.29
2025-02-05 14:00,15.4,65,15,14.2,39,15.7,12.2,13.9,0.00,0.00,0.27
2025-02-05 15:00,15.2,65,11,14.4,45,15.8,12.5,13.9,0.00,0.00,0.25
2025-02-05 16:00,14.6,67,13,14.7,48,15.5,12.7,13.9,0.00,0.00,0.18
2025-02-05 17:00,13.5,73,9,10.6,51,14.7,12.9,13.9,0.00,0.00,0.08
2025-02-05 18:00,10.9,87,8,6.9,60,13.5,13.0,13.9,0.00,0.00,0.02
2025-02-05 19:00,9.8,89,12,5.0,85,12.3,13.0,13.9,0.00,0.00,0.00
2025-02-05 20:00,9.3,89,13,4.0,110,11.4,12.9,13.9,0.00,0.00,0.00
2025-02-05 21:00,8.4,91,8,2.8,105,10.7,12.8,13.9,0.00,0.00,0.00
2025-02-05 22:00,8.0,93,6,2.6,103,10.3,12.7,13.9,0.00,0.00,0.00
2025-02-05 23:00,7.3,95,4,3.3,315,10.0,12.5,13.9,0.00,0.00,0.00
2025-02-06 00:00,7.0,94,2,4.0,285,9.6,12.3,13.9,0.00,0.00,0.00
2025-02-06 01:00,8.0,92,1,3.7,292,10.3,12.3,13.9,0.00,0.00,0.00
2025-02-06 02:00,7.6,92,0,4.6,256,9.8,12.2,13.9,0.00,0.00,0.00
2025-02-06 03:00,6.8,93,0,5.2,244,9.3,12.1,13.9,0.00,0.00,0.00
2025-02-06 04:00,6.4,93,3,5.1,242,8.9,11.9,13.9,0.00,0.00,0.00
2025-02-06 05:00,6.1,93,8,5.0,230,8.6,11.7,13.9,0.00,0.00,0.00
2025-02-06 06:00,6.2,93,11,4.9,221,8.5,11.5,13.9,0.00,0.00,0.00
2025-02-06 07:00,6.1,93,12,5.3,220,8.3,11.3,13.9,0.00,0.00,0.00
2025-02-06 08:00,7.5,88,23,7.7,228,8.6,11.2,13.9,0.00,0.00,0.02
2025-02-06 09:00,9.8,84,30,7.0,226,9.6,11.1,13.8,0.00,0.00,0.07
2025-02-06 10:00,12.3,80,10,6.3,260,11.1,11.1,13.8,0.00,0.00,0.15
2025-02-06 11:00,14.1,70,0,5.1,322,12.8,11.2,13.8,0.00,0.00,0.27
2025-02-06 12:00,15.0,65,1,6.8,358,14.3,11.5,13.8,0.00,0.00,0.32
2025-02-06 13:00,15.2,67,8,8.3,17,15.3,11.8,13.8,0.00,0.00,0.31
2025-02-06 14:00,15.6,65,8,6.0,47,16.0,12.1,13.8,0.00,0.00,0.31
2025-02-06 15:00,15.4,65,15,10.2,38,16.1,12.4,13.8,0.00,0.00,0.25
2025-02-06 16:00,14.4,72,15,12.0,37,15.7,12.7,13.8,0.00,0.00,0.17
2025-02-06 17:00,13.2,79,100,8.7,51,14.9,12.9,13.8,0.00,0.00,0.08
2025-02-06 18:00,10.8,89,100,5.4,74,13.6,13.0,13.8,0.00,0.00,0.01
2025-02-06 19:00,10.4,89,46,3.3,89,12.6,13.0,13.8,0.00,0.00,0.00
2025-02-06 20:00,8.9,90,57,2.2,101,11.4,13.0,13.8,0.00,0.00,0.00
2025-02-06 21:00,8.3,89,3,0.2,63,10.6,12.8,13.8,0.00,0.00,0.00
2025-02-06 22:00,7.4,89,0,2.6,349,9.9,12.7,13.8,0.00,0.00,0.00
2025-02-06 23:00,6.9,92,0,5.5,249,9.5,12.5,13.8,0.00,0.00,0.00
2025-02-07 00:00,6.5,92,1,5.2,259,9.1,12.3,13.8,0.00,0.00,0.00
2025-02-07 01:00,6.9,92,5,5.3,244,9.6,12.3,13.8,0.00,0.00,0.00
2025-02-07 02:00,6.1,94,15,6.1,232,9.2,12.1,13.8,0.00,0.00,0.00
2025-02-07 03:00,5.3,98,19,8.0,227,8.9,11.9,13.8,0.00,0.00,0.00
2025-02-07 04:00,4.9,99,5,9.5,221,8.7,11.8,13.8,0.00,0.00,0.00
2025-02-07 05:00,5.1,100,4,9.1,219,8.5,11.6,13.8,0.00,0.00,0.00
2025-02-07 06:00,5.4,97,1,7.7,227,8.3,11.4,13.8,0.00,0.00,0.00
2025-02-07 07:00,5.2,95,7,8.4,238,8.1,11.2,13.8,0.00,0.00,0.00
2025-02-07 08:00,6.7,86,8,10.7,238,8.2,11.0,13.8,0.00,0.00,0.02
2025-02-07 09:00,10.6,76,6,8.2,237,9.3,10.9,13.7,0.00,0.00,0.09
2025-02-07 10:00,13.5,66,4,7.4,259,11.0,10.9,13.7,0.00,0.00,0.19
2025-02-07 11:00,15.5,60,1,7.6,269,12.8,11.1,13.7,0.00,0.00,0.29
2025-02-07 12:00,16.8,54,0,8.9,278,14.3,11.3,13.7,0.00,0.00,0.35
2025-02-07 13:00,17.8,45,0,7.7,274,15.4,11.6,13.7,0.00,0.00,0.38
2025-02-07 14:00,18.2,41,4,6.9,298,16.2,12.0,13.7,0.00,0.00,0.36
2025-02-07 15:00,17.7,48,1,7.1,339,16.5,12.3,13.7,0.00,0.00,0.30
2025-02-07 16:00,16.2,68,4,8.6,24,16.3,12.6,13.7,0.00,0.00,0.19
2025-02-07 17:00,14.1,79,0,5.9,44,15.4,12.9,13.7,0.00,0.00,0.08
2025-02-07 18:00,11.5,85,0,1.4,101,13.8,13.0,13.7,0.00,0.00,0.01
2025-02-07 19:00,10.6,86,9,2.4,158,12.4,13.0,13.7,0.00,0.00,0.00
2025-02-07 20:00,9.3,84,84,3.9,191,11.4,12.9,13.7,0.00,0.00,0.00
2025-02-07 21:00,8.8,78,54,4.5,220,10.7,12.8,13.7,0.00,0.00,0.00
2025-02-07 22:00,8.8,72,16,5.3,225,10.1,12.7,13.7,0.00,0.00,0.00
2025-02-07 23:00,8.5,70,0,6.1,232,9.7,12.5,13.7,0.00,0.00,0.01
2025-02-08 00:00,8.2,69,0,6.5,235,9.3,12.3,13.7,0.00,0.00,0.01
2025-02-08 01:00,8.0,68,2,7.8,207,9.6,12.3,13.7,0.00,0.00,0.01
2025-02-08 02:00,7.4,73,0,7.8,214,9.3,12.2,13.7,0.00,0.00,0.01
2025-02-08 03:00,7.4,76,0,8.0,221,9.0,12.0,13.7,0.00,0.00,0.01
2025-02-08 04:00,7.4,80,1,7.6,221,8.8,11.8,13.7,0.00,0.00,0.00
2025-02-08 05:00,7.5,84,2,8.0,214,8.6,11.6,13.7,0.00,0.00,0.00
2025-02-08 06:00,7.6,85,19,8.7,211,8.6,11.4,13.7,0.00,0.00,0.00
2025-02-08 07:00,8.1,83,9,9.4,215,8.6,11.3,13.7,0.00,0.00,0.00
2025-02-08 08:00,10.1,77,2,11.2,218,9.0,11.2,13.7,0.00,0.00,0.03
2025-02-08 09:00,13.9,70,1,11.7,215,10.3,11.1,13.7,0.00,0.00,0.11
2025-02-08 10:00,16.7,60,0,12.2,234,12.0,11.2,13.6,0.00,0.00,0.22
2025-02-08 11:00,18.4,50,15,14.1,241,13.7,11.4,13.6,0.00,0.00,0.32
2025-02-08 12:00,19.6,42,1,13.3,241,15.1,11.6,13.6,0.00,0.00,0.38
2025-02-08 13:00,20.5,38,0,12.8,247,16.5,12.1,13.6,0.00,0.00,0.42
2025-02-08 14:00,20.9,37,0,14.3,251,17.2,12.5,13.6,0.00,0.00,0.41
2025-02-08 15:00,20.8,39,1,11.4,279,17.5,12.8,13.6,0.00,0.00,0.34
2025-02-08 16:00,18.6,63,3,11.9,331,17.3,13.2,13.6,0.00,0.00,0.22
2025-02-08 17:00,16.6,80,14,4.0,334,16.6,13.4,13.6,0.00,0.00,0.09
2025-02-08 18:00,14.4,83,25,1.1,337,15.1,13.6,13.6,0.00,0.00,0.01
2025-02-08 19:00,13.4,86,32,3.7,105,14.0,13.7,13.6,0.00,0.00,0.00
2025-02-08 20:00,12.6,88,29,4.2,101,13.3,13.7,13.7,0.00,0.00,0.00
2025-02-08 21:00,12.3,87,20,3.5,85,12.6,13.6,13.7,0.00,0.00,0.00
2025-02-08 22:00,11.5,88,17,4.6,99,12.0,13.5,13.7,0.00,0.00,0.00
2025-02-08 23:00,10.9,91,29,3.7,114,11.6,13.4,13.7,0.00,0.00,0.00
2025-02-09 00:00,10.7,93,34,2.1,97,11.2,13.3,13.7,0.00,0.00,0.00
2025-02-09 01:00,12.1,92,92,3.6,89,12.9,13.4,13.7,0.00,0.00,0.00
2025-02-09 02:00,12.6,92,100,4.2,102,12.7,13.4,13.7,0.00,0.00,0.00
2025-02-09 03:00,13.1,90,100,3.6,101,12.6,13.3,13.7,0.00,0.00,0.00
2025-02-09 04:00,13.6,87,100,2.6,98,12.6,13.3,13.7,0.00,0.00,0.00
2025-02-09 05:00,13.6,86,97,2.0,100,12.6,13.2,13.7,0.00,0.00,0.00
2025-02-09 06:00,12.6,90,65,3.5,116,12.4,13.2,13.7,0.00,0.00,0.00
2025-02-09 07:00,11.6,94,27,3.4,133,12.1,13.1,13.7,0.00,0.00,0.00
2025-02-09 08:00,11.6,93,24,5.2,150,12.0,13.1,13.7,0.00,0.00,0.01
2025-02-09 09:00,14.3,83,3,3.9,246,12.9,13.0,13.7,0.00,0.00,0.09
2025-02-09 10:00,15.9,77,0,4.3,333,14.3,13.1,13.7,0.00,0.00,0.20
2025-02-09 11:00,17.1,71,14,5.2,18,15.8,13.2,13.7,0.00,0.00,0.29
2025-02-09 12:00,18.1,68,45,6.4,25,17.1,13.5,13.7,0.00,0.00,0.35
2025-02-09 13:00,18.6,66,29,11.5,27,17.7,13.4,13.7,0.00,0.00,0.34
2025-02-09 14:00,17.4,70,0,12.6,30,18.0,13.7,13.7,0.00,0.00,0.29
2025-02-09 15:00,17.5,71,0,10.9,51,18.1,14.0,13.7,0.00,0.00,0.27
2025-02-09 16:00,16.8,74,10,12.1,45,17.7,14.3,13.7,0.00,0.00,0.19
2025-02-09 17:00,15.4,80,2,10.5,40,16.9,14.5,13.7,0.00,0.00,0.09
2025-02-09 18:00,12.8,93,0,6.1,42,15.6,14.6,13.7,0.00,0.00,0.01
2025-02-09 19:00,11.7,96,14,4.3,45,14.4,14.6,13.8,0.00,0.00,0.00
2025-02-09 20:00,11.5,97,23,1.8,51,13.3,14.5,13.8,0.00,0.00,0.00
2025-02-09 21:00,11.3,97,18,0.5,59,12.5,14.4,13.8,0.00,0.00,0.00
2025-02-09 22:00,10.3,100,30,1.2,42,12.0,14.2,13.8,0.00,0.00,0.00
2025-02-09 23:00,10.3,99,45,4.1,241,12.0,14.1,13.8,0.00,0.00,0.00
2025-02-10 00:00,10.3,97,52,5.0,227,11.9,13.9,13.8,0.00,0.00,0.00
2025-02-10 01:00,10.4,97,94,4.7,272,12.3,13.9,13.8,0.00,0.00,0.00
2025-02-10 02:00,10.4,95,92,5.7,243,12.1,13.8,13.8,0.00,0.00,0.00
2025-02-10 03:00,10.0,94,72,6.1,240,11.8,13.7,13.8,0.00,0.00,0.00
2025-02-10 04:00,9.9,94,95,5.9,240,11.6,13.5,13.8,0.00,0.00,0.00
2025-02-10 05:00,9.9,94,100,5.4,241,11.4,13.4,13.8,0.00,0.00,0.00
2025-02-10 06:00,9.8,93,100,5.9,240,11.2,13.3,13.8,0.00,0.00,0.00
2025-02-10 07:00,9.9,93,100,6.7,242,11.2,13.1,13.8,0.00,0.00,0.00
2025-02-10 08:00,10.8,91,100,7.9,258,11.5,13.0,13.8,0.00,0.00,0.02
2025-02-10 09:00,11.9,92,100,7.6,272,12.0,13.0,13.8,0.00,0.00,0.05
2025-02-10 10:00,13.3,87,71,7.5,286,13.0,12.9,13.8,0.00,0.00,0.10
2025-02-10 11:00,15.2,77,55,6.1,297,14.4,13.0,13.8,0.00,0.00,0.23
